PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
18230721,BRCA1,TF,Stem cell,Normal cell,Breast,low-throughput + high-throughput,Weston blot;Microscopic observation;Immunostaining;siRNA Contructs;RT-PCR;Flow Cytometry;DNA Extraction;Aldefluor Assay ,BRCA1 regulates human mammary stem/progenitor cell fate,"Loss of BRCA1 may result in the accumulation of genetically unstable breast stem cells, providing prime targets for further carcinogenic events",ERBB2,CL_0000034
18691554,AKT1,TF,Fibroblast cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;Western blot;Survival analysis,Platelet microparticle-associated protein disulfide isomerase promotes platelet aggregation and inactivates insulin,"AKT/PKB acts as a central hub through which insulin affects diverse processes including glucose uptake, glycogen storage, protein synthesis and cell surviva.",AKT1,CL_0000057
18691554,AKT1,TF,Fibroblast cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;Western blot;Survival analysis,Platelet microparticle-associated protein disulfide isomerase promotes platelet aggregation and inactivates insulin,"AKT/PKB acts as a central hub through which insulin affects diverse processes including glucose uptake, glycogen storage, protein synthesis and cell surviva.",TP53,CL_0000057
18703361,ZBTB16,TF,Natural killer cell,Normal cell,Thymus,low-throughput,Weston blot;Flow cytometry,The transcription factor PLZF directs the effector program of the NKT cell lineage,We suggest that PLZF is a transcriptional signature of NKT cells that directs their innate-like effector differentiation during thymic development.,CD4,CL_0000623
18725271,SNAI1,TF,T cell,Normal cell,Colon,low-throughput + high-throughput,Bioinformatic prediction;RT-PCR;Western blot,Cloning and functional analysis of the promoter region of the human Disc large gene,These data suggest a role for SNAIL transcription factors in the control of DLG1 expression and provide a basis for understanding the transcriptional regulation of DLG1.,DLG1,CL_0000084
18729857,SOX11,TF,Plasma cell,Normal cell,Lymph,low-throughput,Western blot;Immunohistochemistry;RT-PCR;Flow cytometry;Microscopic observation,The subcellular Sox11 distribution pattern identifies subsets of mantle cell lymphoma: correlation to overall survival,These results suggest SOX11 expression as a new diagnostic marker in MCL that could be related to the clinical and biological behaviour of MCL.,CCND1,CL_0000786
18762182,CREB1,TF,Nerve cell,Normal cell,Blood,low-throughput,RT-PCR;Western blot,Norepinephrine-glucocorticoids interaction does not annul the opposite effects of the individual treatments on cellular plasticity in neuroblastoma cells,"These results suggest that in order for cells to combat the deleterious effects of glucocorticoids, a hyperactivation of pCREB may be necessary to restore differentiation and plasticity.",GAP43,CL_0002319
18771760,REST,TF,Stem cell,Normal cell,Nerve,low-throughput,qRT-PCR;Immunofluorescent staining,"DYRK1A-dosage imbalance perturbs NRSF/REST levels, deregulating pluripotency and embryonic stem cell fate in Down syndrome","Our results suggest that DYRK1A-mediated deregulation of REST is a very early pathological consequence of trisomy 21 with potential to disturb the development of all embryonic lineages, warranting closer research into its contribution to DS pathology and new rationales for therapeutic approaches.",DYRK1A,CL_0000034
18832589,LMX1A,TF,Stem cell,Normal cell,Uterus,low-throughput,qPCR;RT-PCR;Western blot;Immunofluorescent staining,The role of Lmx1a in the differentiation of human embryonic stem cells into midbrain dopamine neurons in culture and after transplantation into a Parkinson's disease model,"LMX1A may be critical to the development of mDA neurons from hES cells and that, along with other key early DA markers (i.e., ALDH1A1).",ALDH1A1,CL_0000034
18927120,VEGFA,TF,Renal cell,Normal cell,Kidney,low-throughput,qPCR;Western blot;Immunofluorescent staining;Immunohistochemistry,Sirolimus interacts with pathways essential for podocyte integrity,We also evidenced that vascular endothelial growth factor (VEGF) synthesis and Akt phosphorylation were decreased by sirolimus addition.,WT1,
18927120,WT1,TF,Renal cell,Normal cell,Kidney,low-throughput,qPCR;Western blot;Immunofluorescent staining;Immunohistochemistry,Sirolimus interacts with pathways essential for podocyte integrity,WT1 gene and protein expression in podocytes were decreased in a dose-dependent manner after incubation with sirolimus.,VEGFA,
18932205,GATA1,TF,Stem cell,Normal cell,Cartilage,low-throughput,Immunocytochemical analysis;Weston blot;Flow cytometry;q-PCR;RT-PCR,Differentiation of human embryonic stem cells into osteogenic or hematopoietic lineages: a dose-dependent effect of osterix over-expression,We show that the high Osx levels instead induced the commitment towards the hematopoietic-endothelial lineage-by up-regulating the expression of CD34 and GATA1.,CD34,CL_0000034
18950872,STAT3,TF,Mononuclear cell,Normal cell,Peripheral blood,low-throughput,qRT-PCR;Flow cytometry,"Genomic effects of once-weekly, intramuscular interferon-beta1a treatment after the first dose and on chronic dosing: Relationships to 5-year clinical outcomes in multiple sclerosis patients","Good Responder and Partial Responders to IFN-beta therapy and the Jak-STAT, TNFRSF10B, IL6, TGFbeta, retinoic acid and CDC42 pathways were differentially modulated, the patients with side effects to therapy showed differences in the TGFbeta1, IFNG/STAT3 and TNF pathways.",IL6,CL_0000576
18989533,GLI2,TF,Endothelial cell,Normal cell,Endothelium,low-throughput,FACS analysis;Confocal microscopy,Monocyte-derived microparticles and exosomes induce procoagulant and apoptotic effects on endothelial cells,"Stimulation of monocyte cell line (THP-1) by starvation or by endotoxin and calcium ionophore A23187 resulted in the release of MVs which express exosome marker Tsg 101, negative phospholipids in their leaflets, monocyte markers (CD18, CD14) and active tissue factor (TF).",CD14;ITGB2,CL_0000115
18991895,PAX6,TF,Glial cell,Normal cell,Nerve,low-throughput,Immunohistochemistry;Immunofluorescent staining,Prenatal ethanol exposure reduces the expression of the transcriptional factor Pax6 in the developing rat brain,"PAX6, a transcription factor involved in mammalian neuronal developmental processes, could be affected by PEE, as it is already known to occur in amphibians.",VIM,CL_0000125
19015243,CUX1,TF,T cell,Normal cell,Epithelium,low-throughput,Western blot;RT-PCR;ChIP,"CUX1 and E2F1 regulate coordinated expression of the mitotic complex genes Ect2, MgcRacGAP, and MKLP1 in S phase","Thus, CUX1, E2F, and CHR elements provide the transcriptional controls that coordinate induction of Ect2, MgcRacGAP, and MKLP1 in S phase, leading to peak expression of these interacting proteins in G(2)/M, at the time they are required to regulate cytokinesis.",,CL_0000084
19015243,E2F1,TF,T cell,Normal cell,Epithelium,low-throughput,Western blot;RT-PCR;ChIP,"CUX1 and E2F1 regulate coordinated expression of the mitotic complex genes Ect2, MgcRacGAP, and MKLP1 in S phase","Thus, CUX1, E2F, and CHR elements provide the transcriptional controls that coordinate induction of Ect2, MgcRacGAP, and MKLP1 in S phase, leading to peak expression of these interacting proteins in G(2)/M, at the time they are required to regulate cytokinesis.",,CL_0000084
19020954,SOX2,TF,Stem cell,Normal cell,Adipose,low-throughput,Western blot;Microscopic observation;Flow cytometry,Collagen-chitosan polymer as a scaffold for the proliferation of human adipose tissue-derived stem cells ,"So our developed collagen-chitosan scaffolds can promote ADSCs adhesion, expansion, and maintain pluripotency.",,CL_0000034
19027114,TF,TF,Blood cell,Normal cell,Blood,low-throughput, Laboratory investigations;PCR,Tissue factor +5466A>G polymorphism determines thrombin formation following vascular injury and thrombin-lowering effects of simvastatin in patients with ischemic heart disease ,Thrombin formation following vascular injury and thrombin-lowering effect of statins in patients with IHD are at least in part genetically determined by the TF +5466A>G polymorphism.,,
19028669,RUNX2,TF,Mesenchyme cell,Normal cell,Bone,low-throughput,Western blot;Microscopic observation;qRT-PCR;RT-PCR,A Runx2 threshold for the cleidocranial dysplasia phenotype,"There is a critical gene dosage requirement of functional Runx2 for the formation of intramembranous Bone tissues during embryogenesis. A decrease to 70% of wild-type Runx2 levels results in the CCD syndrome, whereas levels >79% produce a normal skeleton. Our findings suggest that the range of Bone phenotypes in CCD patients is attributable to quantitative reduction in the functional activity of RUNX2.",,CL_0008019
19035347,MEF2C,TF,Muscle cell,Normal cell,Heart,low-throughput,Western blot;Immunohistochemistry,Cooperative interaction of Nkx2.5 and Mef2c transcription factors during heart development,"Physical, functional, and genetic interactions between Nkx2.5 and Mef2c are necessary for ventricle formation.",NKX25,CL_0000187
19047440,STAT1,TF,B cell,Normal cell,Immune,low-throughput,qPCR;Flow cytometry;Sequencing technique,Yellow fever vaccine induces integrated multilineage and polyfunctional immune responses,"By the coordinated up-regulation of transcripts for specific transcription factors, including STAT1, IRF7, and ETS2, which are upstream of the different effector arms of the immune response.The immune response to a strong vaccine is preceded by coordinated induction of master transcription factors that lead to the development of a broad, polyfunctional, and persistent immune response that integrates all effector cells of the immune system.",IRF7;ETS2,CL_0000236
19047440,IRF7,TF,B cell,Normal cell,Immune,low-throughput,qPCR;Flow cytometry;Sequencing technique,Yellow fever vaccine induces integrated multilineage and polyfunctional immune responses,"By the coordinated up-regulation of transcripts for specific transcription factors, including STAT1, IRF7, and ETS2, which are upstream of the different effector arms of the immune response.The immune response to a strong vaccine is preceded by coordinated induction of master transcription factors that lead to the development of a broad, polyfunctional, and persistent immune response that integrates all effector cells of the immune system.",STAT1;ETS2,CL_0000236
19047440,ETS2,TF,B cell,Normal cell,Immune,low-throughput,qPCR;Flow cytometry;Sequencing technique,Yellow fever vaccine induces integrated multilineage and polyfunctional immune responses,"By the coordinated up-regulation of transcripts for specific transcription factors, including STAT1, IRF7, and ETS2, which are upstream of the different effector arms of the immune response.The immune response to a strong vaccine is preceded by coordinated induction of master transcription factors that lead to the development of a broad, polyfunctional, and persistent immune response that integrates all effector cells of the immune system.",STAT1;IRF7,CL_0000236
19050899,TLR4,TF,Colon cell,Normal cell,Colon,low-throughput,Western blot;ELISA,Lactobacillus suntoryeus inhibits pro-inflammatory cytokine expression and TLR-4-linked NF-κB activation in experimental colitis,TLR-4 is the primary mediator of LPS signaling;TLR-4 is a pattern recognition receptor that responds to LPS;TLR-4 signaling may help maintain an ongoing inflammatory response.,,
19056911,PDX1,TF,Stem cell,Normal cell,Pancreas,low-throughput,Immunohistochemistry;Western blot;qPCR;Flow cytometry;Immunofluorescent staining,Biphasic induction of Pdx1 in mouse and human embryonic stem cells can mimic development of pancreatic beta-cells,"Inactivation of the Pdx1 gene leads to agenesis of the pancreas in humans;n the adult pancreas Pdx1 is expressed in -cells, where it regulates expression of a number of cell genes, including insulin, islet amyloid polypeptide (IAPP).",,CL_0000034
19224509,POU5F1,TF,Luteinizing granulosa cell,Normal cell,Ovarian,low-throughput + high-throughput,RT-qPCR;qRT-PCR;qPCR;Flow cytometry;Immunohistochemistry;Microscopic observation;DNA sequencing,The Multipotency of Luteinizing Granulosa Cells Collected From Mature Ovarian Follicles,POU5F1 is a Mesenchymal lineage marker expressed in Luteinizing Granulosa Cell.,,
19438894,POU5F1,TF,Stem cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;Western blot;Immunofluorescent staining;RT-PCR,Oct-4A Isoform Is Expressed in Human Cord Blood-Derived CD133 Stem Cells and Differentiated Progeny,This study aims to establish whether the pluripotent embryonic stem cell marker and nuclear transcription factor POU5F1 isoform is expressed in human umbilical cord blood CD133 stem cells (CD133 cells) and their differentiated progeny.,PROM1,CL_0000034
19821776,DLX5,TF,Stromal cell,Normal cell,Bone marrow,low-throughput,RT-PCR;qPCR;Microscopic observation;Flow cytometry,Identifying a molecular phenotype for bone marrow stromal cells with in vivo bone-forming capacity ,DLX5 plays an important role in skeletal development and binds to the homeodomain-response elements in the RUNX2 gene distal promoter.,RUNX2,CL_0000499
19866452,PMEL,TF,Blood cell,Normal cell,Blood,low-throughput,qRT-PCR;Microscopic observation;Flow cytometry,Silibinin can induce differentiation as well as enhance vitamin D3-induced differentiation of human AML cells ex vivo and regulates the levels of differentiation-related transcription factors,"An example of differentiation induced by SIL alone, as determined by two cell surface differentiation markers CD11b and CD14 using flow cytometry.",CD14;ITGAM,
19878981,STAT3,TF,Stem cell,Normal cell,Breast,low-throughput + high-throughput,qRT-PCR;qPCR;Western blot;Flow cytometry;DNA-seq;Microscopic observation,"An epigenetic switch involving NF-kappaB, Lin28, Let-7 MicroRNA, and IL6 links inflammation to cell transformation ","IL6-mediated activation of the STAT3 transcription factor is necessary for transformation, and IL6 activates NF-kB, thereby completing a positive feedback loop.",IL6,CL_0000034
19887303,VEGFA,TF,Cytotrophoblast cell,Normal cell,Blood,low-throughput,qPCR;RT-PCR,Markers of haemostasis and angiogenesis in placentae from gestational vascular complications: impairment of mechanisms involved in maintaining intervillous blood flow,VEGF and PlGF were not different in the considered groups; Ang-1 and Ang-2 were significantly higher in the PE group.,TFPI,
19912985,RUNX1,TF,Blood cell,Normal cell,Blood,low-throughput + high-throughput,Western blot;qRT-PCR;RT-PCR;qRCR;Immunofluorescent staining;Microscopic observation;DNA-seq,"Generation of human induced pluripotent stem cells from a Bombay individual: moving towards ""universal-donor"" red blood cells","The directed differentiation of the iPSCs into hematopoietic lineage cells displayed increased expression of the hematopoietic lineage markers such as CD34, CD133, RUNX1, KDR, a-globulin, and c-globulin.",PROM1;CD34,
19935708,FOXC2,TF,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,qPCR;RT–PCR;Western blot;Immunohistochemistry;Microscopic observation,Mesenchymal-Epithelial transition in Epithelial response to injury: the role of Foxc2,FOXC2 may have regulatory functions independent of its nuclear transcriptional activity and that upregulation of endogenous FOXC2 in the cytoplasm of injured tubular cells activates Renal epithelial cell redifferentiation rather than dedifferentiation during organ repair.,VIM,CL_0000066
19935883,PDX1,TF,Epithelial cell,Normal cell,Pancreas,low-throughput,RT-PCR;Immunohistochemistry,Inhibition of PDX1 activity in gall bladder epithelial cells promotes insulin expression and glucose responsiveness,HES1 and PDX1 can therefore initiate a partial respecification of phenotype from biliary epithelial cell towards the pancreatic b cell. ,HES1,CL_0000066
19937731,VIM,TF,Progenitor cell,Normal cell,Bone marrow,low-throughput + high-throughput,qPCR;Microscopic observation;Immunofluorescent staining;Western blot;RNA-seq,The intermediate filament vimentin regulates chondrogenesis of adult Human Bone marrow-derived multipotent progenitor cells,"mRNA and protein levels for the chondroregulatory transcription factors SOX5, SOX6, and SOX9 were diminished by VIMENTIN knockdown",SOX6;SOX9;SOX5,
